input_text,prefix,target_text,group
a mac is ,free-cs,a type of computer,Mapping
a love seat is for ,free-cs,sitting on,Filling
a loft is used for ,free-cs,sleeping,Filling
a lock is on ,free-cs,a door,Filling
a lobby is used for ,free-cs,waiting.,Filling
a living room is ,free-cs,a place.,Filling
a lion is ,free-cs,an animal,Filling
a lion can ,free-cs,roar,Filling
a lion  can ,free-cs,hunt zebras,Filling
a linen is for ,free-cs,a bed,Filling
a lily is ,free-cs,a flower.,Filling
a light source is used for ,free-cs,seeing things,Filling
a library is for ,free-cs,borrowing books,Filling
a letter scale is used for ,free-cs,weigh mail,Filling
a letter scale is for ,free-cs,weighing letters,Filling
a letter opener is used for ,free-cs,opening envelopes,Filling
a lemon is ,free-cs,fruit,Filling
a leg has ,free-cs,one foot,Filling
a leaf is part of ,free-cs,a tree,Filling
a leader is for ,free-cs,followers,Filling
a launch pad is for ,free-cs,launching rockets in to space,Filling
a large food store is used for ,free-cs,shopping groceries.,Filling
a lane is used for ,free-cs,driving,Filling
a lake is made of ,free-cs,water,Filling
a lady is ,free-cs,a woman,Filling
a ladder is used for ,free-cs,climbing.,Filling
a ladder is for ,free-cs,reaching high places,Filling
a kosher restaurant is for ,free-cs,eating at,Filling
a knob is used for ,free-cs,opening doors,Filling
a knight is for ,free-cs,Jousting,Filling
a knight is ,free-cs,a chess piece,Filling
a knife can ,free-cs,spread the butter,Filling
a kitten is ,free-cs,a cat.,Filling
a kite is for ,free-cs,flying,Filling
a kitchen utensil is used to ,free-cs,prepare food,Filling
a kitchen is used for ,free-cs,preparing food.,Filling
a kitchen is for ,free-cs,cooking food,Filling
a kitchen is ,free-cs,a room in a house,Filling
a keyboard is part of ,free-cs,a computer,Filling
a keyboard is for ,free-cs,playing music,Filling
a key is for ,free-cs,opening things,Filling
a key case is for ,free-cs,storing a key,Filling
a key can ,free-cs,open doors,Filling
a husband can ,free-cs,kiss his wife,Mapping
a hunter can ,free-cs,hunt a deer,Mapping
a house is for ,free-cs,living,Filling
a house is ,free-cs,a shelter,Filling
a hotel room is for ,free-cs,sleeping in,Filling
a hotel is for ,free-cs,sleeping,Filling
a hot dog is ,free-cs,food,Filling
a hospital is used for ,free-cs,surgery,Filling
a horse is used for ,free-cs,riding.,Filling
a horn is used for ,free-cs,music,Filling
a horn is ,free-cs,a musical instrument,Filling
a home is for ,free-cs,living,Filling
a hockey puck is used for ,free-cs,scoring goals,Filling
a highway is used for ,free-cs,travel.,Filling
a high rise is used for ,free-cs,offices,Filling
a helium balloon is for ,free-cs,decorating for a party.,Filling
a heated towel rack is used for ,free-cs,heating towels.,Filling
a heart is for ,free-cs,pumping blood.,Filling
a hat is used for ,free-cs,covering the head,Filling
a hat is for ,free-cs,protecting the head,Mapping
a harp is used for ,free-cs,making music,Filling
a harp is for ,free-cs,playing music,Filling
a harmonica is ,free-cs,an instrument,Filling
a hardware store is for ,free-cs,buying hardware,Filling
a hardware shop is used for ,free-cs,selling hardware.,Filling
a hardware shop is for ,free-cs,buying hardware,Filling
a handgun is used for ,free-cs,murder.,Filling
a handgun is ,free-cs,a weapon,Filling
a handbag is used for ,free-cs,carrying makeup,Filling
a hand  is ,free-cs,part of the body,Filling
a hand  can ,free-cs,cup a breast,Filling
a hammer can ,free-cs,strike a nail,Filling
a hairpin is for ,free-cs,keeping hair in place,Filling
a hairdryer is used for ,free-cs,drying hair,Filling
a hairdressing salon is used for ,free-cs,getting a haircut,Mapping
a hairdressing salon is for ,free-cs,Having your hair cut,Mapping
a hairdresser chair is for ,free-cs,sitting,Filling
a hair salon is for ,free-cs,getting hair cut,Mapping
a hair conditioner is for ,free-cs,making your hair soft,Mapping
a hair clip is for ,free-cs,holding hair in place,Filling
a gymnasium is for ,free-cs,exercise.,Filling
a gym is ,free-cs,a place.,Filling
a gun is used for ,free-cs,shooting things,Filling
a guitar is for ,free-cs,making music,Filling
a guitar is ,free-cs,a musical instrument.,Filling
a guard can ,free-cs,sound the alarm,Filling
a grocer is used for ,free-cs,selling food,Filling
a grocer can ,free-cs,stock the shelves,Filling
a grill is for ,free-cs,cooking,Filling
a grenade is for ,free-cs,Blowing up things,Filling
a gregarious person doesn't want ,free-cs,to be alone.,Mapping
a grain of sand is ,free-cs,very small,Filling
a government can be ,free-cs,corrupt.,Filling
a gorilla is ,free-cs,an ape,Filling
a glue is ,free-cs,an adhesive.,Filling
a glove is used for ,free-cs,protecting the hand,Mapping
a glasses is used for ,free-cs,correcting vision,Filling
a glassed roof is for ,free-cs,greenhouses.,Filling
a glass of milk is for ,free-cs,drinking,Filling
a glass is used for ,free-cs,seeing through.,Filling
a glass can ,free-cs,hold water,Filling
a girl can ,free-cs,wear a dress,Mapping
a garment bag is for ,free-cs,storing clothes,Filling
a garden hose is used for ,free-cs,watering a garden.,Filling
a garden hose is for ,free-cs,watering plants,Filling
a garden always has ,free-cs,flowers,Filling
a garage is for ,free-cs,parking the car,Filling
a game is for ,free-cs,entertainment,Filling
a furniture dresser usually has ,free-cs,drawers,Filling
a furniture dresser is used for ,free-cs,storing clothes,Filling
a frying pan is used for ,free-cs,cooking,Filling
a fruit is for ,free-cs,Eating,Filling
a frisbee is for ,free-cs,having fun,Filling
a frisbee is ,free-cs,round,Filling
a friend can ,free-cs,keep a secret,Mapping
a french horn is ,free-cs,a musical instrument,Filling
a fountain pen is for ,free-cs,writing,Filling
a forklift is used to ,free-cs,move heavy objects,Filling
a forklift is for ,free-cs,lifting heavy objects,Filling
a fork is used for ,free-cs,eating food.,Filling
a fork is for ,free-cs,eating vegetables,Filling
a footstool is used for ,free-cs,standing on,Filling
a football field is used for ,free-cs,playing football,Filling
a food store is for ,free-cs,buying food,Filling
a flute is for ,free-cs,playing music,Filling
a flute is ,free-cs,a wind instrument.,Filling
a fluoride toothpaste is for ,free-cs,brushing teeth,Filling
a flower is ,free-cs,a part of a plant,Filling
a flask is used to ,free-cs,store liquids,Filling
a fish is ,free-cs,an animal,Filling
a fish can ,free-cs,live underwater,Filling
a first floor is for ,free-cs,entering a building,Filling
a first class airplane seat is used for ,free-cs,travel,Filling
a first class airplane seat is for ,free-cs,rich people,Filling
a fire truck can be ,free-cs,red,Filling
a fire extinguisher is for ,free-cs,putting out fires,Filling
a finger is used for ,free-cs,typing,Filling
a finger  can ,free-cs,push a button,Filling
a fiddle is ,free-cs,a sort of violin,Filling
a feather can be used to ,free-cs,tickle someone,Filling
a fan can ,free-cs,cool a person,Filling
a family is ,free-cs,a group of related people,Filling
a dynamite is used for ,free-cs,blowing things up,Filling
a dryer can ,free-cs,dry clothing,Filling
a drum is a ,free-cs,percussion instrument,Filling
a drug is ,free-cs,a chemical,Filling
a driveway is used for ,free-cs,parking cars,Filling
a driveway is for ,free-cs,parking,Filling
a dresser is used for ,free-cs,storing clothing,Filling
a drawer is used to ,free-cs,hold things,Filling
a drawer is used for ,free-cs,storing socks,Filling
a drawer is for ,free-cs,storing things,Filling
a double edged razor is for ,free-cs,shaving,Filling
a double bass is used for ,free-cs,playing music,Filling
a doormat is used for ,free-cs,wiping your feet.,Filling
a door can be made of ,free-cs,wood,Filling
a door can be ,free-cs,opened,Filling
a doll is used for ,free-cs,playing with,Filling
a dog cannot ,free-cs,fly,Mapping
a dog can catch ,free-cs,a frisbee,Filling
a dog can be ,free-cs,a pet,Filling
a dog  wants ,free-cs,to be petted,Mapping
a doctor examination room is for ,free-cs,examining a patient,Mapping
a doctor  can ,free-cs,help a patient,Filling
a divider is for ,free-cs,dividing things,Filling
a disposable razor is used for ,free-cs,shaving your legs.,Filling
a disposable razor is for ,free-cs,shaving,Filling
a display cabinet is used for ,free-cs,displaying,Filling
a dish is for ,free-cs,eating food,Filling
a disco is used for ,free-cs,dancing,Filling
a dirty dishes is for ,free-cs,washing,Mapping
a director chair is used for ,free-cs,sitting,Filling
a dining room table is used for ,free-cs,eating dinner on.,Filling
a dining room is used for ,free-cs,eating in,Filling
a dining area is for ,free-cs,eating,Filling
a diner is for ,free-cs,eating,Filling
a diamond is used for ,free-cs,cutting,Filling
a diamond is ,free-cs,hard,Filling
a detective can ,free-cs,case the joint,Filling
a deserted island is ,free-cs,a lonely place,Filling
a desert is ,free-cs,a type of terrain,Filling
a dentist is for ,free-cs,cleaning your teeth,Filling
a decanter is used for ,free-cs,holding wine,Filling
a dart is ,free-cs,a object.,Filling
a dance club is for ,free-cs,dancing.,Filling
a curtain is for ,free-cs,covering a window,Filling
a curling iron is used for ,free-cs,curling your hair,Filling
a cupboard is for ,free-cs,storing dishes,Filling
a crow is ,free-cs,a bird,Filling
a crime would make ,free-cs,you want to serve justice,Filling
a credit card wallet is for ,free-cs,holding credit cards,Filling
a court is used for ,free-cs,playing tennis,Filling
a country is on ,free-cs,a continent.,Filling
a counter is used for ,free-cs,counting.,Filling
a council is used for ,free-cs,decision making,Mapping
a cottage is for ,free-cs,vacationing in,Filling
a cottage is ,free-cs,a house.,Filling
a correction fluid is for ,free-cs,correcting mistakes,Filling
a corkscrew is for ,free-cs,opening a wine bottle,Filling
a cop can ,free-cs,tail a suspect,Filling
a cook can ,free-cs,brown meat,Filling
a contraceptive is used to ,free-cs,prevent pregnancy,Filling
a container cup is used for ,free-cs,drinking,Filling
a container cup is for ,free-cs,holding liquids,Filling
a condominium is used for ,free-cs,living in.,Filling
a condom is for ,free-cs,preventing pregnancy,Filling
a computer is made out of ,free-cs,metal,Filling
a column may be in ,free-cs,a newspaper,Filling
a column is used for ,free-cs,support.,Filling
a college is for ,free-cs,learning,Mapping
a coin slot is for ,free-cs,Putting a coin in,Filling
a coin purse is for ,free-cs,holding coins,Filling
a club is used for ,free-cs,beating,Filling
a cloud can ,free-cs,hide the sun,Filling
a clothing store changing room is used for ,free-cs,trying on clothes.,Filling
a closet is usually a place used for ,free-cs,storage of items,Filling
a closet is for ,free-cs,hanging clothes,Filling
a clock is used to ,free-cs,measure time,Filling
a clock is used for ,free-cs,telling the time,Filling
a clavichord is for ,free-cs,making music,Filling
a classroom chair is used for ,free-cs,sitting,Filling
a clarinet is used for ,free-cs,making music,Filling
a circle is ,free-cs,round,Filling
a cinema is used for ,free-cs,watching films,Filling
a cigarette is used for ,free-cs,smoking,Filling
a churchyard is for ,free-cs,graves,Filling
a church is for ,free-cs,worship,Mapping
a child can ,free-cs,become an adult,Mapping
a chicken  can ,free-cs,lay eggs,Filling
a chest is for ,free-cs,storing things in.,Filling
a chess queen is for ,free-cs,playing chess,Filling
a chess piece is for ,free-cs,playing chess,Filling
a chess knight is used for ,free-cs,playing chess,Filling
a chess king is used for ,free-cs,playing chess,Filling
a chess board is used for ,free-cs,playing games,Filling
a chess board is for ,free-cs,playing a game of chess,Filling
a cheque is for ,free-cs,paying a bill.,Filling
a checkbook cover is used for ,free-cs,protecting checks,Filling
a chapel is used for ,free-cs,praying,Filling
a chair is used for ,free-cs,sitting on.,Filling
a cemetery is used for ,free-cs,burying dead people.,Filling
a cemetery is for ,free-cs,Burying people,Filling
a cellphone is for ,free-cs,communication,Filling
a cell phone is ,free-cs,a telephone.,Filling
a celibate doesn't want ,free-cs,to have sex.,Mapping
a cave is ,free-cs,dark,Filling
a cat is used for ,free-cs,a pet,Filling
a cat is for ,free-cs,companionship,Filling
a cat has ,free-cs,sharp claws,Filling
a cat doesn't want ,free-cs,to be wet,Mapping
a cat cannot ,free-cs,talk,Mapping
a cat can catch ,free-cs,a mouse,Filling
a castle is for ,free-cs,living in,Filling
a case of beer is used for ,free-cs,getting very drunk.,Filling
a carpet is for ,free-cs,walking on it,Mapping
a carpenter can ,free-cs,build a house.,Filling
a carnation is ,free-cs,a flower.,Filling
a car park is for ,free-cs,parking cars,Filling
a car is used for ,free-cs,fun,Filling
a car is for ,free-cs,travelling,Mapping
a car has ,free-cs,seats,Filling
a car can be ,free-cs,heavy,Filling
a car can ,free-cs,roll over,Filling
a car  can ,free-cs,slow down,Mapping
a canoe is ,free-cs,a kind of boat,Filling
a cannon is used for ,free-cs,shooting cannonballs,Filling
a candle is used for ,free-cs,light a room,Filling
a call is used for ,free-cs,communicate,Filling
a calendar book is used for ,free-cs,planning,Filling
a cake is used for ,free-cs,eating.,Filling
a cake is ,free-cs,a dessert,Filling
a cafe is for ,free-cs,meeting people,Filling
a butterfly is ,free-cs,an insect,Filling
a business is used for ,free-cs,making money,Filling
a bus stop is used for ,free-cs,waiting for the bus,Filling
a bus is a form of ,free-cs,mass transit,Filling
a bus coin slot is used for ,free-cs,paying bus fare,Filling
a bullet is used for ,free-cs,killing,Filling
a bullet is for ,free-cs,murdering,Filling
a building is for ,free-cs,shelter,Filling
a bucket is used for ,free-cs,carrying liquids.,Filling
